 ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 backend_qt5.py:995(HelpQt)
        1    0.000    0.000    0.050    0.050 backend_qt5agg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_qt5agg.py:17(FigureCanvasQTAgg)
        2    0.000    0.000    0.012    0.006 backend_qt5agg.py:19(__init__)
        4    0.001    0.000    0.058    0.015 backend_qt5agg.py:23(paintEvent)
        1    0.000    0.000    0.000    0.000 backend_qt5agg.py:82(_BackendQT5Agg)
        1    0.000    0.000    0.001    0.001 backend_tools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_tools.py:1010(ToolCopyToClipboardBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:154(ToolToggleBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:242(SetCursorBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:28(Cursors)
        1    0.000    0.000    0.000    0.000 backend_tools.py:313(ToolCursorPosition)
        1    0.000    0.000    0.000    0.000 backend_tools.py:343(RubberbandBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:37(ToolBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:371(ToolQuit)
        1    0.000    0.000    0.000    0.000 backend_tools.py:381(ToolQuitAll)
        1    0.000    0.000    0.000    0.000 backend_tools.py:391(_ToolEnableAllNavigation)
        1    0.000    0.000    0.000    0.000 backend_tools.py:401(ToolEnableAllNavigation)
        1    0.000    0.000    0.000    0.000 backend_tools.py:406(_ToolEnableNavigation)
        1    0.000    0.000    0.000    0.000 backend_tools.py:416(ToolEnableNavigation)
        1    0.000    0.000    0.000    0.000 backend_tools.py:421(ToolGrid)
        1    0.000    0.000    0.000    0.000 backend_tools.py:436(ToolMinorGrid)
        1    0.000    0.000    0.000    0.000 backend_tools.py:451(ToolFullScreen)
        1    0.000    0.000    0.000    0.000 backend_tools.py:464(AxisScaleBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:481(ToolYScale)
        1    0.000    0.000    0.000    0.000 backend_tools.py:491(ToolXScale)
        1    0.000    0.000    0.000    0.000 backend_tools.py:501(ToolViewsPositions)
        1    0.000    0.000    0.000    0.000 backend_tools.py:659(ViewsPositionsBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:671(ToolHome)
        1    0.000    0.000    0.000    0.000 backend_tools.py:680(ToolBack)
        1    0.000    0.000    0.000    0.000 backend_tools.py:689(ToolForward)
        1    0.000    0.000    0.000    0.000 backend_tools.py:698(ConfigureSubplotsBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:705(SaveFigureBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:713(ZoomPanBase)
        1    0.000    0.000    0.000    0.000 backend_tools.py:780(ToolZoom)
        1    0.000    0.000    0.000    0.000 backend_tools.py:906(ToolPan)
        1    0.000    0.000    0.000    0.000 backend_tools.py:972(ToolHelpBase)
        1    0.000    0.000    0.109    0.109 backends.py:1(<module>)
        2    0.000    0.000    0.094    0.047 base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base.py:101(_BaseHDUMeta)
       16    0.000    0.000    0.000    0.000 base.py:102(__init__)
        1    0.000    0.000    0.000    0.000 base.py:114(data)
        1    0.000    0.000    0.000    0.000 base.py:12(SparseWarning)
        1    0.000    0.000    0.000    0.000 base.py:134(_BaseHDU)
        2    0.000    0.000    0.000    0.000 base.py:151(__init__)
        1    0.000    0.000    0.000    0.000 base.py:1546(ExtensionHDU)
       74    0.000    0.000    0.000    0.000 base.py:157(is_dask_collection)
        1    0.000    0.000    0.000    0.000 base.py:16(SparseFormatWarning)
        1    0.000    0.000    0.000    0.000 base.py:1604(NonstandardExtHDU)
        1    0.000    0.000    0.000    0.000 base.py:165(DaskMethodsMixin)
        1    0.000    0.000    0.000    0.000 base.py:184(name)
        1    0.000    0.000    0.000    0.000 base.py:20(SparseEfficiencyWarning)
        1    0.000    0.000    0.000    0.000 base.py:201(ver)
        4    0.000    0.000    0.000    0.000 base.py:236(_data_loaded)
        1    0.000    0.000    0.000    0.000 base.py:27(_Delayed)
        3    0.000    0.000    0.002    0.001 base.py:296(readfrom)
        3    0.000    0.000    0.002    0.001 base.py:383(_readfrom_internal)
        1    0.000    0.000    0.000    0.000 base.py:4(<module>)
       16    0.000    0.000    0.000    0.000 base.py:455(<genexpr>)
        1    0.000    0.000    0.000    0.000 base.py:48(InvalidHDUException)
        1    0.000    0.000    0.000    0.000 base.py:507(_get_raw_data)
        2    0.000    0.000    0.000    0.000 base.py:56(_hdu_class_from_header)
        1    0.000    0.000    0.000    0.000 base.py:58(spmatrix)
        2    0.000    0.000    0.000    0.000 base.py:744(_close)
        1    0.000    0.000    0.000    0.000 base.py:765(_CorruptedHDU)
       37    0.000    0.000    0.002    0.000 base.py:789(tokenize)
        1    0.000    0.000    0.000    0.000 base.py:802(_NonstandardHDU)
       37    0.000    0.000    0.002    0.000 base.py:857(normalize_object)
       37    0.000    0.000    0.002    0.000 base.py:869(normalize_function)
       37    0.000    0.000    0.002    0.000 base.py:885(_normalize_function)
        1    0.000    0.000    0.000    0.000 base.py:896(_ValidHDU)
        2    0.000    0.000    0.000    0.000 base.py:901(__init__)
        2    0.000    0.000    0.000    0.000 base.py:936(size)
        1    0.000    0.000    0.000    0.000 base64.py:3(<module>)
        1    0.000    0.000    0.000    0.000 base64mime.py:5(<module>)
        1    0.000    0.000    0.005    0.005 base_events.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base_events.py:205(_SendfileFallbackProtocol)
        1    0.000    0.000    0.000    0.000 base_events.py:273(Server)
        1    0.000    0.000    0.000    0.000 base_events.py:384(BaseEventLoop)
        1    0.000    0.000    0.000    0.000 base_futures.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:1(<module>)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:10(BaseSubprocessTransport)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:255(WriteSubprocessPipeProto)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:281(ReadSubprocessPipeProto)
        1    0.000    0.000    0.000    0.000 base_tasks.py:1(<module>)
        2    0.000    0.000    0.020    0.010 basic.py:1(<module>)
        1    0.000    0.000    0.001    0.001 basic.py:7(<module>)
        1    0.000    0.000    0.000    0.000 bccache.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bccache.py:101(BytecodeCache)
        1    0.000    0.000    0.000    0.000 bccache.py:186(FileSystemBytecodeCache)
        1    0.000    0.000    0.000    0.000 bccache.py:287(MemcachedBytecodeCache)
        1    0.000    0.000    0.000    0.000 bccache.py:44(Bucket)
        1    0.000    0.000    0.000    0.000 bezier.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bezier.py:182(BezierSegment)
        1    0.000    0.000    0.000    0.000 bezier.py:25(NonIntersectingPathException)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.001    0.001 blas.py:1(<module>)
        1    0.000    0.000    0.000    0.000 blas.py:238(<dictcomp>)
        1    0.000    0.000    0.000    0.000 blas.py:239(<dictcomp>)
        2    0.000    0.000    0.000    0.000 blas.py:376(_memoize_get_funcs)
        1    0.000    0.000    0.005    0.005 blocking_input.py:1(<module>)
        1    0.000    0.000    0.000    0.000 blocking_input.py:101(BlockingMouseInput)
        1    0.000    0.000    0.000    0.000 blocking_input.py:269(BlockingContourLabeler)
        1    0.000    0.000    0.000    0.000 blocking_input.py:32(BlockingInput)
        1    0.000    0.000    0.000    0.000 blocking_input.py:327(BlockingKeyMouseInput)
        2    0.000    0.000    0.001    0.001 blockwise.py:1(<module>)
        1    0.000    0.000    0.000    0.000 blockwise.py:101(BlockwiseDepDict)
        1    0.000    0.000    0.001    0.001 blockwise.py:310(Blockwise)
        1    0.000    0.000    0.000    0.000 blockwise.py:35(BlockwiseDep)
        1    0.000    0.000    0.000    0.000 bsr.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bsr.py:22(bsr_matrix)
        1    0.000    0.000    0.000    0.000 bz2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bz2.py:30(BZ2File)
        1    0.000    0.000    0.000    0.000 caching.py:1(<module>)
        1    0.000    0.000    0.000    0.000 caching.py:10(BaseCache)
        1    0.000    0.000    0.000    0.000 caching.py:117(ReadAheadCache)
        1    0.000    0.000    0.000    0.000 caching.py:159(FirstChunkCache)
        1    0.000    0.000    0.000    0.000 caching.py:190(BlockCache)
        1    0.000    0.000    0.000    0.000 caching.py:323(BytesCache)
        1    0.000    0.000    0.000    0.000 caching.py:410(AllBytes)
        1    0.000    0.000    0.000    0.000 caching.py:43(MMapCache)
        1    0.000    0.000    0.000    0.000 calendar.py:1(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:148(Calendar)
        1    0.000    0.000    0.000    0.000 calendar.py:154(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:160(setfirstweekday)
        1    0.000    0.000    0.000    0.000 calendar.py:24(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 calendar.py:293(TextCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:31(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 calendar.py:410(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:50(_localized_month)
        1    0.000    0.000    0.000    0.000 calendar.py:52(<listcomp>)
        1    0.000    0.000    0.000    0.000 calendar.py:546(different_locale)
        2    0.000    0.000    0.000    0.000 calendar.py:55(__init__)
        1    0.000    0.000    0.000    0.000 calendar.py:558(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:589(LocaleHTMLCalendar)
        1    0.000    0.000    0.000    0.000 calendar.py:69(_localized_day)
        1    0.000    0.000    0.000    0.000 calendar.py:72(<listcomp>)
        2    0.000    0.000    0.000    0.000 calendar.py:74(__init__)
        2    0.000    0.000    0.000    0.000 callbacks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 callbacks.py:1(Callback)
        1    0.000    0.000    0.000    0.000 callbacks.py:116(add_callbacks)
        1    0.000    0.000    0.000    0.000 callbacks.py:149(NoOpCallback)
        1    0.000    0.000    0.000    0.000 callbacks.py:158(DotPrinterCallback)
        1    0.000    0.000    0.000    0.000 callbacks.py:22(__init__)
        1    0.000    0.000    0.000    0.000 callbacks.py:6(Callback)
     1678    0.000    0.000    0.000    0.000 card.py:1269(_pad)
     1678    0.001    0.000    0.001    0.000 card.py:157(__init__)
     3396    0.001    0.000    0.003    0.000 card.py:214(keyword)
       30    0.000    0.000    0.001    0.000 card.py:276(value)
        1    0.000    0.000    0.032    0.032 card.py:3(<module>)
        1    0.000    0.000    0.000    0.000 card.py:31(Undefined)
        1    0.000    0.000    0.000    0.000 card.py:34(__init__)
        1    0.000    0.000    0.007    0.007 card.py:42(Card)
     1694    0.000    0.000    0.001    0.000 card.py:458(field_specifier)
     1678    0.001    0.000    0.003    0.000 card.py:527(fromstring)
     1666    0.001    0.000    0.002    0.000 card.py:548(normalize_keyword)
       18    0.000    0.000    0.000    0.000 card.py:582(_check_if_rvkc)
       90    0.000    0.000    0.000    0.000 card.py:632(_check_if_rvkc_image)
     1678    0.002    0.000    0.003    0.000 card.py:678(_parse_keyword)
       18    0.000    0.000    0.001    0.000 card.py:719(_parse_value)
       18    0.000    0.000    0.000    0.000 card.py:798(_split)
        1    0.000    0.000    0.000    0.000 category.py:1(<module>)
        1    0.000    0.000    0.000    0.000 category.py:122(StrCategoryLocator)
        1    0.000    0.000    0.000    0.000 category.py:142(StrCategoryFormatter)
        1    0.000    0.000    0.000    0.000 category.py:172(UnitData)
        1    0.000    0.000    0.000    0.000 category.py:26(StrCategoryConverter)
        1    0.000    0.000    0.000    0.000 charset.py:167(Charset)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
        1    0.000    0.000    0.000    0.000 charset.py:6(<module>)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1(<module>)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1993(Chebyshev)
        1    0.000    0.000    0.000    0.000 chunk.py:1(<module>)
        4    0.000    0.000    0.000    0.000 chunk.py:19(keepdims_wrapper)
        1    0.000    0.000    0.018    0.018 chunk_types.py:1(<module>)
        1    0.000    0.000    0.000    0.000 chunk_types.py:7(register_chunk_type)
        1    0.000    0.000    0.013    0.013 client.py:1(<module>)
        1    0.000    0.000    0.000    0.000 client.py:106(<dictcomp>)
        1    0.000    0.000    0.000    0.000 client.py:1371(HTTPSConnection)
        1    0.000    0.000    0.000    0.000 client.py:1429(HTTPException)
        1    0.000    0.000    0.000    0.000 client.py:1434(NotConnected)
        1    0.000    0.000    0.000    0.000 client.py:1437(InvalidURL)
        1    0.000    0.000    0.000    0.000 client.py:1440(UnknownProtocol)
        1    0.000    0.000    0.000    0.000 client.py:1445(UnknownTransferEncoding)
        1    0.000    0.000    0.000    0.000 client.py:1448(UnimplementedFileMode)
        1    0.000    0.000    0.000    0.000 client.py:1451(IncompleteRead)
        1    0.000    0.000    0.000    0.000 client.py:1465(ImproperConnectionState)
        1    0.000    0.000    0.000    0.000 client.py:1468(CannotSendRequest)
        1    0.000    0.000    0.000    0.000 client.py:1471(CannotSendHeader)
        1    0.000    0.000    0.000    0.000 client.py:1474(ResponseNotReady)
        1    0.000    0.000    0.000    0.000 client.py:1477(BadStatusLine)
        1    0.000    0.000    0.000    0.000 client.py:1484(LineTooLong)
        1    0.000    0.000    0.000    0.000 client.py:1489(RemoteDisconnected)
        1    0.000    0.000    0.000    0.000 client.py:174(HTTPMessage)
        1    0.000    0.000    0.000    0.000 client.py:228(HTTPResponse)
        1    0.000    0.000    0.000    0.000 client.py:771(HTTPConnection)
        1    0.000    0.000    0.001    0.001 cloudpickle.py:1(<module>)
       52    0.000    0.000    0.000    0.000 cloudpickle.py:187(_is_registered_pickle_by_value)
       65    0.000    0.000    0.000    0.000 cloudpickle.py:201(_whichmodule)
       65    0.000    0.000    0.000    0.000 cloudpickle.py:247(_should_pickle_by_reference)
